stain,-90.0967619416,-1138862.19475
our,-85.1021703861,-51090.497564
daughters,-83.59581328,-1353844.62695
until,-79.9164616678,-352643.792002
throng,-66.4996566252,-519954.809446
moments,-65.9974874516,-883086.154448
oft,-60.9835869629,-180860.953125
wondrous,-60.978501966,-417226.518243
greet,-59.599936647,-525767.711717
winning,-54.9342116108,-1380755.97899
strand,-54.8695643384,-571628.856162
son,-52.9938462176,-166169.737013
we'll,-51.7869669712,-201063.903815
mock,-50.7630969823,-675553.3987
raging,-48.4111369595,-709889.948706
waved,-47.1750987551,-751579.177975
sighed,-45.8793459846,-646431.160291
western,-45.5702686181,-531120.748857
magic,-40.9874068239,-265634.819117
nought,-40.0175683721,-199518.668026
ills,-37.2470747451,-579010.391216
plan,-34.3313505805,-306344.665944
true,-34.0940101203,-87879.5971594
mission,-32.8695002112,-558310.375206
saviour,-32.5362220366,-118154.806002
bold,-25.717902334,-147206.39918
command,-23.6920630774,-216687.882199
conquer,-21.9608037313,-474595.315744
steal,-21.0700859266,-254114.413769
band,-19.9276106308,-106854.372852
earthly,-16.1951809049,-94694.7110253
burns,-12.9800632156,-145337.132271
brave,-12.8601999228,-43928.1939109
enough,-11.4116603709,-82117.5552856
grand,-8.15681956109,-43486.0402158
i'll,-7.83738694784,-26571.1081565
stricken,-7.33299054619,-101042.98259
hollow,-7.02767872565,-67969.0766661
pay,-5.38126888656,-49494.4772769
worlds,-4.86156509723,-33103.8535671
stir,-4.27252414048,-38707.0319146
tell,-4.17989099337,-12534.9557971
purest,-3.06644463341,-46162.2844731
anxious,-2.05912230583,-24275.8628372
whereon,0.0284298019262,515.627917222
search,1.65290048197,20740.0803296
thick,3.86277846664,30901.4409707
red,9.55740132924,23697.094045
finds,10.6303353334,147215.743868
against,14.8586144842,61318.0051752
worn,14.9147717915,132030.417852
eyes,15.7508021861,21406.8110522
tis,15.8183945104,33148.0105195
her,17.887332309,5853.61466921
inward,22.4271387897,367295.608491
half,23.7831300804,71444.8643631
him,24.7231234087,21235.5662374
black,29.1408222659,108190.978726
smooth,29.3342178278,347774.032508
loving,30.4503267335,172263.043847
toiled,31.5511222949,825382.382232
whirl,32.6549215907,561588.838876
turning,32.743880832,391211.126219
hers,33.3508701521,364715.452231
hid,34.1051289829,309764.144139
age,34.2261836447,149777.591025
goes,34.657934581,185115.997005
trance,35.7245510174,621296.355029
change,36.768298197,224606.139586
freed,38.8387634975,792484.093007
brows,39.3397403634,506662.545504
visions,41.490496098,386844.938859
steeds,47.190900159,596627.211306
pomp,47.2087218927,448519.619925
heavy,47.2175005067,291313.137083
follows,47.7233503298,957347.262622
graves,47.7797185201,567027.882003
once,48.3469571616,120300.351076
fresh,52.839147534,328945.314879
blowing,55.0802847955,665087.327043
wrote,56.5066722928,909285.694318
wooed,57.3955418712,1257794.53647
rose,60.8840157005,133199.969291
countless,61.2737450347,889230.111728
blew,65.4754256382,821740.595013
re,69.3931795717,280088.774973
whose,70.4987291305,103681.673971
wert,72.6592151482,716836.517071
round,72.9517953697,177318.860139
nature,73.4491880777,161366.533102
cold,74.1080974311,219586.603639
and,74.9635594582,9959.01364244
nights,75.6838729746,670064.97251
harsh,77.4357256711,1416115.39797
sign,81.632082336,830163.660653
hurrying,85.9988706496,1613069.85973
lest,87.4372422017,637799.901741
sake,92.4386932009,734379.132759
evil,101.486100867,745486.989973
what,107.042436864,111051.689383
